Filepath,Label
..\Fruits_Vegetables\train\tomato\Image_71.jpg,tomato
..\Fruits_Vegetables\train\sweetcorn\Image_52.jpg,sweetcorn
..\Fruits_Vegetables\train\onion\Image_85.jpg,onion
..\Fruits_Vegetables\train\grapes\Image_11.jpg,grapes
..\Fruits_Vegetables\train\paprika\Image_67.jpg,paprika
..\Fruits_Vegetables\train\lettuce\Image_31.jpg,lettuce
..\Fruits_Vegetables\train\pear\Image_11.jpg,pear
..\Fruits_Vegetables\train\turnip\Image_2.jpg,turnip
..\Fruits_Vegetables\train\sweetcorn\Image_21.jpg,sweetcorn
..\Fruits_Vegetables\train\capsicum\Image_74.jpg,capsicum
..\Fruits_Vegetables\train\turnip\Image_35.jpg,turnip
..\Fruits_Vegetables\train\orange\Image_21.jpg,orange
..\Fruits_Vegetables\train\cucumber\Image_40.jpg,cucumber
..\Fruits_Vegetables\train\mango\Image_52.jpg,mango
..\Fruits_Vegetables\train\pineapple\Image_35.jpg,pineapple
..\Fruits_Vegetables\train\pomegranate\Image_91.jpg,pomegranate
..\Fruits_Vegetables\train\spinach\Image_99.jpg,spinach
..\Fruits_Vegetables\train\pineapple\Image_39.jpg,pineapple
..\Fruits_Vegetables\train\cauliflower\Image_34.JPG,cauliflower
..\Fruits_Vegetables\train\cucumber\Image_32.jpg,cucumber
..\Fruits_Vegetables\train\sweetcorn\Image_66.jpg,sweetcorn
..\Fruits_Vegetables\train\soy beans\Image_50.jpg,soy beans
..\Fruits_Vegetables\train\sweetcorn\Image_97.jpg,sweetcorn
..\Fruits_Vegetables\train\eggplant\Image_99.jpg,eggplant
..\Fruits_Vegetables\train\watermelon\Image_43.jpg,watermelon
..\Fruits_Vegetables\train\eggplant\Image_66.jpg,eggplant
..\Fruits_Vegetables\train\chilli pepper\Image_45.jpg,chilli pepper
..\Fruits_Vegetables\train\grapes\Image_30.jpg,grapes
..\Fruits_Vegetables\train\mango\Image_81.jpg,mango
..\Fruits_Vegetables\train\capsicum\Image_67.jpg,capsicum
..\Fruits_Vegetables\train\bell pepper\Image_77.jpg,bell pepper
..\Fruits_Vegetables\train\kiwi\Image_71.jpg,kiwi
..\Fruits_Vegetables\train\soy beans\Image_29.jpg,soy beans
..\Fruits_Vegetables\train\grapes\Image_85.jpg,grapes
..\Fruits_Vegetables\train\orange\Image_95.jpg,orange
..\Fruits_Vegetables\train\kiwi\Image_83.jpg,kiwi
..\Fruits_Vegetables\train\watermelon\Image_32.jpg,watermelon
..\Fruits_Vegetables\train\turnip\Image_38.jpg,turnip
..\Fruits_Vegetables\train\watermelon\Image_31.JPG,watermelon
..\Fruits_Vegetables\train\kiwi\Image_78.jpg,kiwi
..\Fruits_Vegetables\train\tomato\Image_24.jpg,tomato
..\Fruits_Vegetables\train\banana\Image_75.jpg,banana
..\Fruits_Vegetables\train\beetroot\Image_46.jpg,beetroot
..\Fruits_Vegetables\train\peas\Image_55.jpg,peas
..\Fruits_Vegetables\train\cucumber\Image_20.jpg,cucumber
..\Fruits_Vegetables\train\pear\Image_99.jpg,pear
..\Fruits_Vegetables\train\onion\Image_72.jpg,onion
..\Fruits_Vegetables\train\cabbage\Image_98.jpg,cabbage
..\Fruits_Vegetables\train\paprika\Image_72.jpg,paprika
..\Fruits_Vegetables\train\tomato\Image_83.jpg,tomato
..\Fruits_Vegetables\train\peas\Image_85.jpg,peas
..\Fruits_Vegetables\train\lemon\Image_60.jpg,lemon
..\Fruits_Vegetables\train\cucumber\Image_34.jpg,cucumber
..\Fruits_Vegetables\train\watermelon\Image_29.jpg,watermelon
..\Fruits_Vegetables\train\lettuce\Image_57.jpg,lettuce
..\Fruits_Vegetables\train\capsicum\Image_60.jpg,capsicum
..\Fruits_Vegetables\train\capsicum\Image_75.jpg,capsicum
..\Fruits_Vegetables\train\lemon\Image_93.jpg,lemon
..\Fruits_Vegetables\train\ginger\Image_10.jpg,ginger
..\Fruits_Vegetables\train\ginger\Image_62.jpg,ginger
..\Fruits_Vegetables\train\lettuce\Image_86.jpg,lettuce
..\Fruits_Vegetables\train\turnip\Image_20.jpg,turnip
..\Fruits_Vegetables\train\raddish\Image_29.jpg,raddish
..\Fruits_Vegetables\train\peas\Image_24.jpg,peas
..\Fruits_Vegetables\train\carrot\Image_9.jpg,carrot
..\Fruits_Vegetables\train\spinach\Image_59.jpg,spinach
..\Fruits_Vegetables\train\cucumber\Image_4.jpg,cucumber
..\Fruits_Vegetables\train\garlic\Image_40.jpg,garlic
..\Fruits_Vegetables\train\garlic\Image_44.jpg,garlic
..\Fruits_Vegetables\train\bell pepper\Image_90.jpg,bell pepper
..\Fruits_Vegetables\train\chilli pepper\Image_67.jpg,chilli pepper
..\Fruits_Vegetables\train\orange\Image_18.jpg,orange
..\Fruits_Vegetables\train\onion\Image_73.jpg,onion
..\Fruits_Vegetables\train\ginger\Image_99.jpg,ginger
..\Fruits_Vegetables\train\paprika\Image_83.jpg,paprika
..\Fruits_Vegetables\train\bell pepper\Image_50.jpg,bell pepper
..\Fruits_Vegetables\train\carrot\Image_90.jpg,carrot
..\Fruits_Vegetables\train\pineapple\Image_32.jpg,pineapple
..\Fruits_Vegetables\train\pineapple\Image_44.jpg,pineapple
..\Fruits_Vegetables\train\pear\Image_4.jpg,pear
..\Fruits_Vegetables\train\banana\Image_96.jpg,banana
..\Fruits_Vegetables\train\grapes\Image_27.jpg,grapes
..\Fruits_Vegetables\train\chilli pepper\Image_36.jpg,chilli pepper
..\Fruits_Vegetables\train\pomegranate\Image_30.jpg,pomegranate
..\Fruits_Vegetables\train\paprika\Image_3.jpg,paprika
..\Fruits_Vegetables\train\cabbage\Image_51.jpg,cabbage
..\Fruits_Vegetables\train\corn\Image_99.jpg,corn
..\Fruits_Vegetables\train\potato\Image_64.jpg,potato
..\Fruits_Vegetables\train\pear\Image_69.jpg,pear
..\Fruits_Vegetables\train\soy beans\Image_10.jpg,soy beans
..\Fruits_Vegetables\train\potato\Image_5.JPG,potato
..\Fruits_Vegetables\train\spinach\Image_75.jpg,spinach
..\Fruits_Vegetables\train\cabbage\Image_32.jpg,cabbage
..\Fruits_Vegetables\train\capsicum\Image_81.jpg,capsicum
..\Fruits_Vegetables\train\watermelon\Image_95.jpg,watermelon
..\Fruits_Vegetables\train\jalepeno\Image_37.jpg,jalepeno
..\Fruits_Vegetables\train\carrot\Image_5.jpg,carrot
..\Fruits_Vegetables\train\corn\Image_78.jpg,corn
..\Fruits_Vegetables\train\soy beans\Image_92.jpg,soy beans
..\Fruits_Vegetables\train\soy beans\Image_27.jpg,soy beans
..\Fruits_Vegetables\train\cauliflower\Image_35.jpg,cauliflower
..\Fruits_Vegetables\train\chilli pepper\Image_65.jpg,chilli pepper
..\Fruits_Vegetables\train\bell pepper\Image_60.jpg,bell pepper
..\Fruits_Vegetables\train\lemon\Image_54.jpg,lemon
..\Fruits_Vegetables\train\pineapple\Image_62.jpg,pineapple
..\Fruits_Vegetables\train\pomegranate\Image_31.jpg,pomegranate
..\Fruits_Vegetables\train\corn\Image_48.jpg,corn
..\Fruits_Vegetables\train\grapes\Image_22.jpg,grapes
..\Fruits_Vegetables\train\pineapple\Image_12.jpg,pineapple
..\Fruits_Vegetables\train\beetroot\Image_69.jpg,beetroot
..\Fruits_Vegetables\train\corn\Image_42.jpg,corn
..\Fruits_Vegetables\train\garlic\Image_37.jpg,garlic
..\Fruits_Vegetables\train\garlic\Image_74.jpg,garlic
..\Fruits_Vegetables\train\onion\Image_81.jpg,onion
..\Fruits_Vegetables\train\corn\Image_41.jpg,corn
..\Fruits_Vegetables\train\apple\Image_47.jpg,apple
..\Fruits_Vegetables\train\turnip\Image_28.jpg,turnip
..\Fruits_Vegetables\train\watermelon\Image_78.jpg,watermelon
..\Fruits_Vegetables\train\lemon\Image_63.jpg,lemon
..\Fruits_Vegetables\train\orange\Image_68.jpg,orange
..\Fruits_Vegetables\train\cauliflower\Image_65.jpg,cauliflower
..\Fruits_Vegetables\train\spinach\Image_62.jpg,spinach
..\Fruits_Vegetables\train\bell pepper\Image_38.jpg,bell pepper
..\Fruits_Vegetables\train\soy beans\Image_36.jpg,soy beans
..\Fruits_Vegetables\train\garlic\Image_75.jpg,garlic
..\Fruits_Vegetables\train\beetroot\Image_95.jpg,beetroot
..\Fruits_Vegetables\train\turnip\Image_100.jpg,turnip
..\Fruits_Vegetables\train\banana\Image_82.jpg,banana
..\Fruits_Vegetables\train\sweetcorn\Image_62.jpg,sweetcorn
..\Fruits_Vegetables\train\ginger\Image_92.jpg,ginger
..\Fruits_Vegetables\train\carrot\Image_75.jpg,carrot
..\Fruits_Vegetables\train\corn\Image_16.jpg,corn
..\Fruits_Vegetables\train\cabbage\Image_11.jpg,cabbage
..\Fruits_Vegetables\train\apple\Image_17.jpg,apple
..\Fruits_Vegetables\train\cabbage\Image_97.jpg,cabbage
..\Fruits_Vegetables\train\spinach\Image_21.jpg,spinach
..\Fruits_Vegetables\train\pomegranate\Image_7.jpg,pomegranate
..\Fruits_Vegetables\train\raddish\Image_31.jpg,raddish
..\Fruits_Vegetables\train\cauliflower\Image_49.jpg,cauliflower
..\Fruits_Vegetables\train\banana\Image_27.jpg,banana
..\Fruits_Vegetables\train\onion\Image_10.jpg,onion
..\Fruits_Vegetables\train\banana\Image_98.jpg,banana
..\Fruits_Vegetables\train\ginger\Image_69.jpg,ginger
..\Fruits_Vegetables\train\cabbage\Image_2.jpg,cabbage
..\Fruits_Vegetables\train\kiwi\Image_4.jpg,kiwi
..\Fruits_Vegetables\train\garlic\Image_65.jpg,garlic
..\Fruits_Vegetables\train\spinach\Image_36.jpg,spinach
..\Fruits_Vegetables\train\cucumber\Image_92.JPG,cucumber
..\Fruits_Vegetables\train\pineapple\Image_46.jpg,pineapple
..\Fruits_Vegetables\train\mango\Image_55.JPG,mango
..\Fruits_Vegetables\train\corn\Image_82.jpg,corn
..\Fruits_Vegetables\train\spinach\Image_91.JPG,spinach
..\Fruits_Vegetables\train\corn\Image_65.jpg,corn
..\Fruits_Vegetables\train\peas\Image_35.jpg,peas
..\Fruits_Vegetables\train\cucumber\Image_14.jpg,cucumber
..\Fruits_Vegetables\train\watermelon\Image_15.jpg,watermelon
..\Fruits_Vegetables\train\onion\Image_62.jpg,onion
..\Fruits_Vegetables\train\spinach\Image_84.jpg,spinach
..\Fruits_Vegetables\train\pomegranate\Image_38.jpg,pomegranate
..\Fruits_Vegetables\train\cauliflower\Image_27.jpg,cauliflower
..\Fruits_Vegetables\train\carrot\Image_93.jpg,carrot
..\Fruits_Vegetables\train\soy beans\Image_19.jpg,soy beans
..\Fruits_Vegetables\train\tomato\Image_33.jpg,tomato
..\Fruits_Vegetables\train\paprika\Image_75.jpg,paprika
..\Fruits_Vegetables\train\chilli pepper\Image_91.jpg,chilli pepper
..\Fruits_Vegetables\train\sweetcorn\Image_54.jpg,sweetcorn
..\Fruits_Vegetables\train\turnip\Image_63.JPG,turnip
..\Fruits_Vegetables\train\garlic\Image_46.jpg,garlic
..\Fruits_Vegetables\train\cabbage\Image_33.jpg,cabbage
..\Fruits_Vegetables\train\bell pepper\Image_57.jpg,bell pepper
..\Fruits_Vegetables\train\carrot\Image_23.jpg,carrot
..\Fruits_Vegetables\train\raddish\Image_75.jpg,raddish
..\Fruits_Vegetables\train\beetroot\Image_45.jpg,beetroot
..\Fruits_Vegetables\train\pineapple\Image_28.jpg,pineapple
..\Fruits_Vegetables\train\watermelon\Image_39.jpg,watermelon
..\Fruits_Vegetables\train\capsicum\Image_36.jpg,capsicum
..\Fruits_Vegetables\train\cabbage\Image_54.jpg,cabbage
..\Fruits_Vegetables\train\carrot\Image_72.jpg,carrot
..\Fruits_Vegetables\train\bell pepper\Image_6.jpg,bell pepper
..\Fruits_Vegetables\train\sweetcorn\Image_9.jpg,sweetcorn
..\Fruits_Vegetables\train\pear\Image_96.jpg,pear
..\Fruits_Vegetables\train\grapes\Image_83.JPG,grapes
..\Fruits_Vegetables\train\cucumber\Image_76.JPG,cucumber
..\Fruits_Vegetables\train\sweetpotato\Image_16.jpg,sweetpotato
..\Fruits_Vegetables\train\orange\Image_28.jpg,orange
..\Fruits_Vegetables\train\lemon\Image_22.jpg,lemon
..\Fruits_Vegetables\train\raddish\Image_43.jpg,raddish
..\Fruits_Vegetables\train\lemon\Image_50.jpg,lemon
..\Fruits_Vegetables\train\pomegranate\Image_32.jpg,pomegranate
..\Fruits_Vegetables\train\cucumber\Image_26.jpg,cucumber
..\Fruits_Vegetables\train\banana\Image_28.jpg,banana
..\Fruits_Vegetables\train\chilli pepper\Image_20.jpg,chilli pepper
..\Fruits_Vegetables\train\beetroot\Image_28.jpg,beetroot
..\Fruits_Vegetables\train\chilli pepper\Image_84.jpg,chilli pepper
..\Fruits_Vegetables\train\pineapple\Image_54.jpg,pineapple
..\Fruits_Vegetables\train\banana\Image_23.jpg,banana
..\Fruits_Vegetables\train\pomegranate\Image_20.jpg,pomegranate
..\Fruits_Vegetables\train\orange\Image_85.jpg,orange
..\Fruits_Vegetables\train\eggplant\Image_87.jpg,eggplant
..\Fruits_Vegetables\train\eggplant\Image_61.jpg,eggplant
..\Fruits_Vegetables\train\grapes\Image_75.jpg,grapes
..\Fruits_Vegetables\train\spinach\Image_70.JPG,spinach
..\Fruits_Vegetables\train\carrot\Image_89.jpg,carrot
..\Fruits_Vegetables\train\pineapple\Image_10.jpg,pineapple
..\Fruits_Vegetables\train\soy beans\Image_86.jpg,soy beans
..\Fruits_Vegetables\train\mango\Image_5.jpg,mango
..\Fruits_Vegetables\train\cauliflower\Image_100.jpg,cauliflower
..\Fruits_Vegetables\train\raddish\Image_90.jpg,raddish
..\Fruits_Vegetables\train\raddish\Image_99.jpg,raddish
..\Fruits_Vegetables\train\turnip\Image_55.jpg,turnip
..\Fruits_Vegetables\train\orange\Image_9.jpg,orange
..\Fruits_Vegetables\train\cabbage\Image_61.jpg,cabbage
..\Fruits_Vegetables\train\spinach\Image_48.jpg,spinach
..\Fruits_Vegetables\train\soy beans\Image_51.jpg,soy beans
..\Fruits_Vegetables\train\chilli pepper\Image_87.jpg,chilli pepper
..\Fruits_Vegetables\train\capsicum\Image_15.jpg,capsicum
..\Fruits_Vegetables\train\grapes\Image_97.jpg,grapes
..\Fruits_Vegetables\train\banana\Image_37.jpg,banana
..\Fruits_Vegetables\train\corn\Image_5.jpg,corn
..\Fruits_Vegetables\train\jalepeno\Image_39.jpg,jalepeno
..\Fruits_Vegetables\train\turnip\Image_41.jpg,turnip
..\Fruits_Vegetables\train\orange\Image_27.jpg,orange
..\Fruits_Vegetables\train\peas\Image_27.jpg,peas
..\Fruits_Vegetables\train\turnip\Image_6.jpg,turnip
..\Fruits_Vegetables\train\onion\Image_29.jpg,onion
..\Fruits_Vegetables\train\garlic\Image_67.jpg,garlic
..\Fruits_Vegetables\train\capsicum\Image_22.jpg,capsicum
..\Fruits_Vegetables\train\peas\Image_8.jpg,peas
..\Fruits_Vegetables\train\pomegranate\Image_25.jpg,pomegranate
..\Fruits_Vegetables\train\pineapple\Image_15.jpg,pineapple
..\Fruits_Vegetables\train\grapes\Image_63.jpg,grapes
..\Fruits_Vegetables\train\cauliflower\Image_4.jpg,cauliflower
..\Fruits_Vegetables\train\kiwi\Image_82.jpg,kiwi
..\Fruits_Vegetables\train\mango\Image_45.jpg,mango
..\Fruits_Vegetables\train\soy beans\Image_43.jpg,soy beans
..\Fruits_Vegetables\train\apple\Image_90.jpg,apple
..\Fruits_Vegetables\train\jalepeno\Image_23.jpg,jalepeno
..\Fruits_Vegetables\train\spinach\Image_98.jpg,spinach
..\Fruits_Vegetables\train\chilli pepper\Image_70.jpg,chilli pepper
..\Fruits_Vegetables\train\spinach\Image_100.jpg,spinach
..\Fruits_Vegetables\train\raddish\Image_41.jpg,raddish
..\Fruits_Vegetables\train\paprika\Image_46.jpg,paprika
..\Fruits_Vegetables\train\banana\Image_85.jpg,banana
..\Fruits_Vegetables\train\raddish\Image_64.jpg,raddish
..\Fruits_Vegetables\train\soy beans\Image_18.JPG,soy beans
..\Fruits_Vegetables\train\soy beans\Image_91.jpg,soy beans
..\Fruits_Vegetables\train\bell pepper\Image_13.jpg,bell pepper
..\Fruits_Vegetables\train\apple\Image_10.jpg,apple
..\Fruits_Vegetables\train\turnip\Image_94.jpg,turnip
..\Fruits_Vegetables\train\lemon\Image_71.jpg,lemon
..\Fruits_Vegetables\train\peas\Image_34.jpg,peas
..\Fruits_Vegetables\train\sweetpotato\Image_22.jpg,sweetpotato
..\Fruits_Vegetables\train\watermelon\Image_91.jpg,watermelon
..\Fruits_Vegetables\train\potato\Image_23.jpg,potato
..\Fruits_Vegetables\train\capsicum\Image_4.jpg,capsicum
..\Fruits_Vegetables\train\soy beans\Image_22.jpg,soy beans
..\Fruits_Vegetables\train\sweetpotato\Image_28.jpg,sweetpotato
..\Fruits_Vegetables\train\kiwi\Image_20.jpg,kiwi
..\Fruits_Vegetables\train\orange\Image_19.jpg,orange
..\Fruits_Vegetables\train\potato\Image_77.jpg,potato
..\Fruits_Vegetables\train\spinach\Image_46.jpg,spinach
..\Fruits_Vegetables\train\lettuce\Image_21.jpg,lettuce
..\Fruits_Vegetables\train\kiwi\Image_89.jpg,kiwi
..\Fruits_Vegetables\train\pineapple\Image_23.jpg,pineapple
..\Fruits_Vegetables\train\paprika\Image_77.jpg,paprika
..\Fruits_Vegetables\train\sweetcorn\Image_32.jpg,sweetcorn
..\Fruits_Vegetables\train\bell pepper\Image_79.JPG,bell pepper
..\Fruits_Vegetables\train\bell pepper\Image_24.jpg,bell pepper
..\Fruits_Vegetables\train\spinach\Image_29.jpg,spinach
..\Fruits_Vegetables\train\jalepeno\Image_67.jpg,jalepeno
..\Fruits_Vegetables\train\apple\Image_67.jpg,apple
..\Fruits_Vegetables\train\onion\Image_41.jpg,onion
..\Fruits_Vegetables\train\tomato\Image_76.jpg,tomato
..\Fruits_Vegetables\train\carrot\Image_57.jpg,carrot
..\Fruits_Vegetables\train\ginger\Image_68.jpg,ginger
..\Fruits_Vegetables\train\potato\Image_78.jpg,potato
..\Fruits_Vegetables\train\mango\Image_42.jpg,mango
..\Fruits_Vegetables\train\lettuce\Image_69.jpg,lettuce
..\Fruits_Vegetables\train\onion\Image_82.jpg,onion
..\Fruits_Vegetables\train\pear\Image_14.jpg,pear
..\Fruits_Vegetables\train\onion\Image_38.jpg,onion
..\Fruits_Vegetables\train\lettuce\Image_77.jpg,lettuce
..\Fruits_Vegetables\train\eggplant\Image_81.jpg,eggplant
..\Fruits_Vegetables\train\turnip\Image_79.jpg,turnip
..\Fruits_Vegetables\train\cucumber\Image_37.jpg,cucumber
..\Fruits_Vegetables\train\peas\Image_46.jpg,peas
..\Fruits_Vegetables\train\cauliflower\Image_17.jpg,cauliflower
..\Fruits_Vegetables\train\raddish\Image_15.jpg,raddish
..\Fruits_Vegetables\train\lemon\Image_78.jpg,lemon
..\Fruits_Vegetables\train\watermelon\Image_53.jpg,watermelon
..\Fruits_Vegetables\train\chilli pepper\Image_39.jpg,chilli pepper
..\Fruits_Vegetables\train\banana\Image_90.jpg,banana
..\Fruits_Vegetables\train\watermelon\Image_94.jpg,watermelon
..\Fruits_Vegetables\train\grapes\Image_95.jpg,grapes
..\Fruits_Vegetables\train\sweetcorn\Image_76.jpg,sweetcorn
..\Fruits_Vegetables\train\lemon\Image_58.jpg,lemon
..\Fruits_Vegetables\train\jalepeno\Image_54.jpg,jalepeno
..\Fruits_Vegetables\train\grapes\Image_70.jpg,grapes
..\Fruits_Vegetables\train\pear\Image_18.jpg,pear
..\Fruits_Vegetables\train\onion\Image_26.jpg,onion
..\Fruits_Vegetables\train\peas\Image_60.jpg,peas
..\Fruits_Vegetables\train\cucumber\Image_7.jpg,cucumber
..\Fruits_Vegetables\train\mango\Image_100.jpg,mango
..\Fruits_Vegetables\train\onion\Image_56.jpg,onion
..\Fruits_Vegetables\train\spinach\Image_77.jpg,spinach
..\Fruits_Vegetables\train\chilli pepper\Image_59.jpg,chilli pepper
..\Fruits_Vegetables\train\paprika\Image_37.jpg,paprika
..\Fruits_Vegetables\train\cauliflower\Image_13.jpg,cauliflower
..\Fruits_Vegetables\train\lettuce\Image_14.jpg,lettuce
..\Fruits_Vegetables\train\grapes\Image_96.jpg,grapes
..\Fruits_Vegetables\train\jalepeno\Image_68.jpg,jalepeno
..\Fruits_Vegetables\train\grapes\Image_17.jpg,grapes
..\Fruits_Vegetables\train\sweetcorn\Image_94.jpg,sweetcorn
..\Fruits_Vegetables\train\lemon\Image_55.jpg,lemon
..\Fruits_Vegetables\train\potato\Image_98.jpg,potato
..\Fruits_Vegetables\train\sweetpotato\Image_62.jpg,sweetpotato
..\Fruits_Vegetables\train\tomato\Image_16.jpg,tomato
..\Fruits_Vegetables\train\lettuce\Image_73.jpg,lettuce
..\Fruits_Vegetables\train\raddish\Image_19.jpg,raddish
..\Fruits_Vegetables\train\sweetpotato\Image_85.jpg,sweetpotato
..\Fruits_Vegetables\train\sweetcorn\Image_99.jpg,sweetcorn
..\Fruits_Vegetables\train\raddish\Image_21.jpg,raddish
..\Fruits_Vegetables\train\raddish\Image_5.jpg,raddish
..\Fruits_Vegetables\train\pineapple\Image_97.jpg,pineapple
..\Fruits_Vegetables\train\sweetcorn\Image_15.JPG,sweetcorn
..\Fruits_Vegetables\train\grapes\Image_56.jpg,grapes
..\Fruits_Vegetables\train\watermelon\Image_8.jpg,watermelon
..\Fruits_Vegetables\train\cauliflower\Image_32.jpg,cauliflower
..\Fruits_Vegetables\train\kiwi\Image_92.jpg,kiwi
..\Fruits_Vegetables\train\kiwi\Image_59.jpg,kiwi
..\Fruits_Vegetables\train\corn\Image_29.jpg,corn
..\Fruits_Vegetables\train\cauliflower\Image_29.jpg,cauliflower
..\Fruits_Vegetables\train\ginger\Image_37.jpg,ginger
..\Fruits_Vegetables\train\chilli pepper\Image_88.JPG,chilli pepper
..\Fruits_Vegetables\train\tomato\Image_81.jpg,tomato
..\Fruits_Vegetables\train\ginger\Image_71.jpg,ginger
..\Fruits_Vegetables\train\cabbage\Image_21.jpg,cabbage
..\Fruits_Vegetables\train\cabbage\Image_4.jpg,cabbage
..\Fruits_Vegetables\train\watermelon\Image_55.jpg,watermelon
..\Fruits_Vegetables\train\ginger\Image_20.jpg,ginger
..\Fruits_Vegetables\train\sweetpotato\Image_37.jpg,sweetpotato
..\Fruits_Vegetables\train\ginger\Image_19.jpg,ginger
..\Fruits_Vegetables\train\garlic\Image_6.jpg,garlic
..\Fruits_Vegetables\train\capsicum\Image_19.jpg,capsicum
..\Fruits_Vegetables\train\cucumber\Image_94.jpg,cucumber
..\Fruits_Vegetables\train\cabbage\Image_100.jpg,cabbage
..\Fruits_Vegetables\train\eggplant\Image_93.jpg,eggplant
..\Fruits_Vegetables\train\kiwi\Image_77.jpg,kiwi
..\Fruits_Vegetables\train\onion\Image_69.jpg,onion
..\Fruits_Vegetables\train\peas\Image_42.jpg,peas
..\Fruits_Vegetables\train\mango\Image_66.jpg,mango
..\Fruits_Vegetables\train\pomegranate\Image_68.jpg,pomegranate
..\Fruits_Vegetables\train\tomato\Image_66.jpg,tomato
..\Fruits_Vegetables\train\turnip\Image_65.jpg,turnip
..\Fruits_Vegetables\train\bell pepper\Image_61.jpg,bell pepper
..\Fruits_Vegetables\train\raddish\Image_16.jpg,raddish
..\Fruits_Vegetables\train\peas\Image_59.jpg,peas
..\Fruits_Vegetables\train\corn\Image_8.jpg,corn
..\Fruits_Vegetables\train\onion\Image_54.jpg,onion
..\Fruits_Vegetables\train\garlic\Image_5.jpg,garlic
..\Fruits_Vegetables\train\lettuce\Image_90.jpg,lettuce
..\Fruits_Vegetables\train\jalepeno\Image_31.jpg,jalepeno
..\Fruits_Vegetables\train\bell pepper\Image_66.jpg,bell pepper
..\Fruits_Vegetables\train\tomato\Image_47.jpg,tomato
..\Fruits_Vegetables\train\garlic\Image_14.jpg,garlic
..\Fruits_Vegetables\train\chilli pepper\Image_53.jpg,chilli pepper
..\Fruits_Vegetables\train\ginger\Image_98.jpg,ginger
..\Fruits_Vegetables\train\bell pepper\Image_28.jpg,bell pepper
..\Fruits_Vegetables\train\cauliflower\Image_3.jpg,cauliflower
..\Fruits_Vegetables\train\corn\Image_96.jpg,corn
..\Fruits_Vegetables\train\cabbage\Image_79.jpg,cabbage
..\Fruits_Vegetables\train\cauliflower\Image_63.jpg,cauliflower
..\Fruits_Vegetables\train\potato\Image_92.jpg,potato
..\Fruits_Vegetables\train\jalepeno\Image_77.jpg,jalepeno
..\Fruits_Vegetables\train\pineapple\Image_21.jpg,pineapple
..\Fruits_Vegetables\train\raddish\Image_78.jpg,raddish
..\Fruits_Vegetables\train\garlic\Image_27.jpg,garlic
..\Fruits_Vegetables\train\lemon\Image_17.jpg,lemon
..\Fruits_Vegetables\train\pomegranate\Image_72.jpg,pomegranate
..\Fruits_Vegetables\train\pear\Image_87.jpg,pear
..\Fruits_Vegetables\train\cucumber\Image_3.jpg,cucumber
..\Fruits_Vegetables\train\kiwi\Image_24.jpg,kiwi
..\Fruits_Vegetables\train\capsicum\Image_33.jpg,capsicum
..\Fruits_Vegetables\train\apple\Image_33.jpg,apple
..\Fruits_Vegetables\train\kiwi\Image_57.jpg,kiwi
..\Fruits_Vegetables\train\lettuce\Image_6.jpg,lettuce
..\Fruits_Vegetables\train\peas\Image_83.jpg,peas
..\Fruits_Vegetables\train\jalepeno\Image_83.jpg,jalepeno
..\Fruits_Vegetables\train\garlic\Image_2.jpg,garlic
..\Fruits_Vegetables\train\pear\Image_66.jpg,pear
..\Fruits_Vegetables\train\watermelon\Image_16.jpg,watermelon
..\Fruits_Vegetables\train\lemon\Image_15.JPG,lemon
..\Fruits_Vegetables\train\peas\Image_44.jpg,peas
..\Fruits_Vegetables\train\ginger\Image_24.jpg,ginger
..\Fruits_Vegetables\train\bell pepper\Image_83.jpg,bell pepper
..\Fruits_Vegetables\train\spinach\Image_76.jpg,spinach
..\Fruits_Vegetables\train\capsicum\Image_2.jpg,capsicum
..\Fruits_Vegetables\train\lemon\Image_9.jpg,lemon
..\Fruits_Vegetables\train\grapes\Image_52.jpg,grapes
..\Fruits_Vegetables\train\mango\Image_36.jpg,mango
..\Fruits_Vegetables\train\potato\Image_32.jpg,potato
..\Fruits_Vegetables\train\turnip\Image_91.jpg,turnip
..\Fruits_Vegetables\train\eggplant\Image_10.jpg,eggplant
..\Fruits_Vegetables\train\beetroot\Image_33.jpg,beetroot
..\Fruits_Vegetables\train\kiwi\Image_49.jpg,kiwi
..\Fruits_Vegetables\train\cucumber\Image_53.JPG,cucumber
..\Fruits_Vegetables\train\cabbage\Image_23.jpg,cabbage
..\Fruits_Vegetables\train\corn\Image_21.jpg,corn
..\Fruits_Vegetables\train\lemon\Image_21.jpg,lemon
..\Fruits_Vegetables\train\garlic\Image_54.jpg,garlic
..\Fruits_Vegetables\train\peas\Image_100.jpg,peas
..\Fruits_Vegetables\train\chilli pepper\Image_14.jpg,chilli pepper
..\Fruits_Vegetables\train\corn\Image_12.jpg,corn
..\Fruits_Vegetables\train\capsicum\Image_96.JPG,capsicum
..\Fruits_Vegetables\train\ginger\Image_67.jpg,ginger
..\Fruits_Vegetables\train\capsicum\Image_30.jpg,capsicum
..\Fruits_Vegetables\train\kiwi\Image_22.jpg,kiwi
..\Fruits_Vegetables\train\watermelon\Image_57.jpg,watermelon
..\Fruits_Vegetables\train\corn\Image_56.jpg,corn
..\Fruits_Vegetables\train\jalepeno\Image_35.jpg,jalepeno
..\Fruits_Vegetables\train\chilli pepper\Image_73.jpg,chilli pepper
..\Fruits_Vegetables\train\lemon\Image_25.jpg,lemon
..\Fruits_Vegetables\train\sweetcorn\Image_100.jpg,sweetcorn
